analysis_version,sample,variant_label,parameter_mode,difference_direction,tour,slam,score_matches,paired_upset_matches,paired_upset_exclusions_due_to_either_tie,primary_exact_ties,variant_exact_ties,ties_created,ties_removed,editions,bootstrap_unit,bootstrap_replicates,expected_per_100,expected_per_100_ci_lower,expected_per_100_ci_upper,actual_per_100,actual_per_100_ci_lower,actual_per_100_ci_upper,excess_per_100,excess_per_100_ci_lower,excess_per_100_ci_upper,brier_score,brier_score_ci_lower,brier_score_ci_upper,log_loss,log_loss_ci_lower,log_loss_ci_upper
rating-history-sensitivities-v1,frozen_market_common,retirement_no_result_delta,reselected_policy,model_a minus model_b,ATP,US Open,2992,2991,1,1,1,0,0,25,tour-Slam edition,2000,-0.1717354293569616,-0.2331832422720097,-0.11131088151095088,-0.23403543965229023,-0.8030385924861746,0.3342273925162296,-0.06230001029532863,-0.6425901308587848,0.5406916306274523,0.00020341197823400692,-0.0002561185340866754,0.0006422952449677838,0.0003363978820965546,-0.0006811351438551161,0.001310729513251625
rating-history-sensitivities-v1,frozen_market_common,retirement_no_result_delta,reselected_policy,model_a minus model_b,WTA,Australian Open,2382,2382,0,0,0,0,0,19,tour-Slam edition,2000,3.3367201588983466,3.171895826266354,3.506870641469885,0.041981528127623846,-0.6714296234205837,0.7179242370940393,-3.294738630770723,-3.9641197978006817,-2.6239414967499592,0.000742037657527236,-0.0011207598320842034,0.0024875221159420106,0.0028267673303385902,-0.0017601193214771757,0.007242760454467904
rating-history-sensitivities-v1,frozen_market_common,retirement_no_result_delta,reselected_policy,model_a minus model_b,WTA,Roland Garros,2368,2368,0,0,0,0,0,19,tour-Slam edition,2000,3.394579093949854,3.2227766550445462,3.5671749832500197,0.16891891891891891,-0.5069869332767173,0.8446303219463115,-3.225660175030935,-3.9175557595761616,-2.5351662848235836,-0.00048019865796592126,-0.0021976340080650104,0.001183346465275845,-0.00010427323204728386,-0.00466270787755185,0.004282960417153721
rating-history-sensitivities-v1,frozen_market_common,retirement_no_result_delta,reselected_policy,model_a minus model_b,WTA,Wimbledon,2242,2242,0,0,0,0,0,18,tour-Slam edition,2000,3.099469636941303,2.941666717478289,3.2608507077992916,0.08920606601248884,-0.6236288789241232,0.8936650363554214,-3.010263570928814,-3.728426351406779,-2.192221768561636,0.0006847516268383428,-0.0007721197285436583,0.0021507065215412447,0.0021985718863608747,-0.0017002690862580887,0.006094903231308168
rating-history-sensitivities-v1,frozen_market_common,retirement_no_result_delta,reselected_policy,model_a minus model_b,WTA,US Open,2375,2375,0,0,0,0,0,19,tour-Slam edition,2000,3.319569254598374,3.156566800105846,3.4965897882768235,0.12631578947368421,-0.8424599831508004,1.1745955076491983,-3.1932534651246898,-4.178754190734789,-2.136323352121989,0.0011458007500893329,-0.00019315318281293804,0.0026028980815487363,0.002699157024244701,-0.0008672513049045181,0.006174643164912813
rating-history-sensitivities-v1,frozen_market_common,retirement_strict_skip,fixed_primary,model_a minus model_b,ATP,Australian Open,2958,2958,0,0,0,0,0,25,tour-Slam edition,2000,-0.16446156587641983,-0.238798897200958,-0.0898698458055194,0.10141987829614604,-0.4289404082756329,0.6300311262837797,0.2658814441725659,-0.2512982685324106,0.8122225240354226,0.0002202492196596568,-0.0002939327530362494,0.000691771805366701,0.00031730313557629987,-0.000752618930407249,0.0013707214859680075
rating-history-sensitivities-v1,frozen_market_common,retirement_strict_skip,fixed_primary,model_a minus model_b,ATP,Roland Garros,3036,3034,2,2,2,0,0,25,tour-Slam edition,2000,-0.12949876723983691,-0.1858787347284313,-0.07731132750489396,-0.06591957811470006,-0.5599565269501643,0.42932628797886396,0.06357918912513685,-0.42795582997945747,0.5813502182052974,0.00037228230370350184,-0.0001409895191667508,0.0008550507304772066,0.000694116115725109,-0.00040911448296693795,0.001768170767801226
rating-history-sensitivities-v1,frozen_market_common,retirement_strict_skip,fixed_primary,model_a minus model_b,ATP,Wimbledon,2933,2933,0,0,0,0,0,24,tour-Slam edition,2000,-0.12664363746292578,-0.19725218644832948,-0.057044501055018314,0.0,-0.5150795888951545,0.4786365709074328,0.12664363746292578,-0.3693607508337812,0.5718685700016468,0.00016218405545779906,-0.0003353002744896272,0.0006628983845734009,0.0002157838822816318,-0.0009023155107912315,0.0013612139599031552
rating-history-sensitivities-v1,frozen_market_common,retirement_strict_skip,fixed_primary,model_a minus model_b,ATP,US Open,2992,2991,1,1,1,0,0,25,tour-Slam edition,2000,-0.1717354293569616,-0.23295063165773328,-0.10845807734604897,-0.23403543965229023,-0.7705257184043541,0.26729704874361243,-0.06230001029532863,-0.6259485807496747,0.4722902596853606,0.00020341197823404492,-0.0002704913622093999,0.0006557103517473785,0.0003363978820965546,-0.0006801295850862389,0.0013333932879121511
rating-history-sensitivities-v1,frozen_market_common,retirement_strict_skip,fixed_primary,model_a minus model_b,WTA,Australian Open,2382,2382,0,0,0,0,0,19,tour-Slam edition,2000,-0.39450064540397994,-0.49299175149978275,-0.29515492226469553,-0.041981528127623846,-0.5044189220863379,0.42034468263976466,0.3525191172763561,-0.15459347832784223,0.8740566469692964,0.000466824652513568,-0.0006125940390639142,0.0015714732141185335,0.0008582346074859898,-0.0017899734738038304,0.0036336291341307753
rating-history-sensitivities-v1,frozen_market_common,retirement_strict_skip,fixed_primary,model_a minus model_b,WTA,Roland Garros,2368,2368,0,0,0,0,0,19,tour-Slam edition,2000,-0.24171867693626176,-0.33976762662638854,-0.14804374770684878,-0.04222972972972973,-0.5949914496185214,0.5457655960230922,0.19948894720653204,-0.4013123844016109,0.8219842545563345,0.001127056101309698,0.0003420898655131167,0.0018718532966408644,0.002633149259330582,0.0008207157455702138,0.004389691158657024
rating-history-sensitivities-v1,frozen_market_common,retirement_strict_skip,fixed_primary,model_a minus model_b,WTA,Wimbledon,2242,2242,0,0,0,0,0,18,tour-Slam edition,2000,-0.2681510617288478,-0.36570006177800235,-0.17730853231452343,-0.1784121320249777,-0.8032218158347676,0.4017991849734976,0.08973892970387012,-0.569486298665127,0.7191533759559922,0.00023314185575637293,-0.0005031018766378474,0.0008726011408148969,0.0005538391297324842,-0.0011615680190204928,0.0020437556558861526
rating-history-sensitivities-v1,frozen_market_common,retirement_strict_skip,fixed_primary,model_a minus model_b,WTA,US Open,2375,2375,0,0,0,0,0,19,tour-Slam edition,2000,-0.34681131814700883,-0.45061468607785515,-0.2463985156033906,0.0,-0.8020600836920154,0.8805123781182728,0.34681131814700883,-0.5337676390470142,1.2410577506926934,0.0005563325957690196,-0.00017393019363449007,0.001246275039856395,0.001446639514583072,-0.0001948969255495598,0.0030244761360553895
rating-history-sensitivities-v1,frozen_market_common,retirement_strict_skip,reselected_policy,model_a minus model_b,ATP,Australian Open,2958,2958,0,0,0,0,0,25,tour-Slam edition,2000,-3.079938191695145,-3.1832701157215513,-2.9895825235889637,0.0,-0.49785922683327377,0.5204854531811516,3.079938191695145,2.5795839236932414,3.6023838976955997,-0.002046668810477233,-0.0028923135891718564,-0.0011346532338889098,-0.007861502741700416,-0.010356115992675528,-0.005282670016987687
rating-history-sensitivities-v1,frozen_market_common,retirement_strict_skip,reselected_policy,model_a minus model_b,ATP,Roland Garros,3036,3034,2,2,2,0,0,25,tour-Slam edition,2000,-3.094093417483725,-3.1830958441631196,-3.0010045526624034,-0.09887936717205009,-0.5326276032001731,0.39695994945435964,2.995214050311675,2.5526177907311056,3.5000930293274055,-0.0016657379466561702,-0.002859255596553042,-0.00046865741100474926,-0.007053687325773705,-0.010509720676267221,-0.0037095079223254685
rating-history-sensitivities-v1,frozen_market_common,retirement_strict_skip,reselected_policy,model_a minus model_b,ATP,Wimbledon,2933,2933,0,0,0,0,0,24,tour-Slam edition,2000,-2.8377573897718595,-2.9569133827218574,-2.711052583847621,0.10228435049437437,-0.37581141100102494,0.6124584268601105,2.940041740266234,2.4943379092946794,3.3896014375039987,-0.0021686171695078638,-0.0032602207590451955,-0.00106564954807555,-0.007122955545762574,-0.010279374761463901,-0.0038493062024273937
rating-history-sensitivities-v1,frozen_market_common,retirement_strict_skip,reselected_policy,model_a minus model_b,ATP,US Open,2992,2991,1,1,1,0,0,25,tour-Slam edition,2000,-3.0148020426784528,-3.10931082878057,-2.9080085611988693,-0.10030090270812439,-0.5683765342851297,0.4018821524576711,2.9145011399703282,2.385736990548085,3.466933873070228,-0.0015341581271429354,-0.0023844386823132038,-0.0007177710717322257,-0.006391847052272704,-0.00873864997002586,-0.004118891145605846
rating-history-sensitivities-v1,frozen_market_common,retirement_strict_skip,reselected_policy,model_a minus model_b,WTA,Australian Open,2382,2382,0,0,0,0,0,19,tour-Slam edition,2000,-0.39450064540397994,-0.4906207186037307,-0.29451803398185583,-0.041981528127623846,-0.5031499303532987,0.42142083673393177,0.3525191172763561,-0.12316956838159002,0.8594928563983318,0.000466824652513568,-0.0005705501459716918,0.0015004529351315182,0.0008582346074859898,-0.0017530024610268194,0.0034486916126992297
rating-history-sensitivities-v1,frozen_market_common,retirement_strict_skip,reselected_policy,model_a minus model_b,WTA,Roland Garros,2368,2368,0,0,0,0,0,19,tour-Slam edition,2000,-0.24171867693626176,-0.3366705370860787,-0.14877448231336604,-0.04222972972972973,-0.5912162162162162,0.5061262451042825,0.19948894720653204,-0.3836647278378945,0.8102123513249728,0.001127056101309698,0.0003120652518739268,0.001889004276898703,0.002633149259330582,0.0007394235253154173,0.004454938877355322
rating-history-sensitivities-v1,frozen_market_common,retirement_strict_skip,reselected_policy,model_a minus model_b,WTA,Wimbledon,2242,2242,0,0,0,0,0,18,tour-Slam edition,2000,-0.2681510617288478,-0.3653969769593512,-0.17372471654927402,-0.1784121320249777,-0.7575757575757576,0.3996625380049682,0.08973892970387012,-0.5261586244963083,0.703151723614812,0.00023314185575637293,-0.0005404405696936939,0.0008433220734538213,0.0005538391297324842,-0.0012517667524511202,0.0019756405869130167
rating-history-sensitivities-v1,frozen_market_common,retirement_strict_skip,reselected_policy,model_a minus model_b,WTA,US Open,2375,2375,0,0,0,0,0,19,tour-Slam edition,2000,-0.34681131814700883,-0.44486531816618397,-0.2435866304969616,0.0,-0.7990075623065531,0.886459337529805,0.34681131814700883,-0.4894568664216394,1.248892123830358,0.0005563325957690196,-0.0001567337054525697,0.0012262398410019077,0.001446639514583072,-0.0002084747298647164,0.0030916024714210642
